,0
0,5.3483440982362564
1,5.154607250890425
2,5.158270041053308
3,5.158437580523662
4,5.802536475274966
5,5.721748378528178
6,5.9735739062428275
7,5.733326496668354
8,5.86109375544516
9,5.235495245894107
10,5.164500815368835
11,5.968824965408724
12,5.750280440938831
13,5.180560800606069
14,5.2618995733139595
15,5.183593122591312
16,5.1258806167675015
17,5.479129064017665
18,5.778458435832388
19,5.663543499140841
20,5.354422995514487
21,5.80780639583304
22,5.898200102279566
23,5.1502221835042485
24,5.158762985390017
25,5.092654889165548
26,5.117422426683939
27,5.142192907969815
28,5.642469126313814
29,5.19060451547447
30,5.154674291923402
31,5.7585092409605325
32,5.481858718069287
33,5.875768254662453
34,5.40995223950056
35,5.186036919836672
36,5.1618420084829015
37,5.19060451547447
38,5.154171348851547
39,5.991302946816104
40,5.902108458567118
41,6.0570272082662875
42,5.0893055157459
43,5.885177156432393
44,5.101441933978516
45,5.157017128486452
46,5.352733037892209
47,5.234606314563427
48,5.690379913402173
49,5.170415768774907
50,5.531215219351437
51,5.335456265288375
52,5.6712325775326615
53,5.17037945696104
54,5.258407018087593
55,5.690989302992971
56,5.660317875446134
57,5.19060451547447
58,5.142964321026501
59,5.15858899938785
60,5.077070584181218
61,5.153450418356044
62,5.193367148021677
63,5.19060451547447
64,5.152776929975335
65,5.254200974594648
66,5.161006626917504
67,5.37286748210981
68,5.753705283002023
69,5.3404157125867915
70,5.152776929975335
71,5.163870563298628
72,5.158270041053308
73,5.366157143764918
74,5.158270041053308
75,5.146424206522234
76,5.158270041053308
77,5.486140474754745
78,5.158270041053308
79,5.158270041053308
80,5.134207224403232
81,5.141955946914605
82,5.158270041053308
83,5.130690854600027
84,5.143538401977048
85,5.151688762069882
86,5.153450418356044
87,5.147038854440493
88,5.161819204028716
89,5.141701289893891
90,5.743754428012014
91,5.182789374088062
92,5.533088469533693
93,5.9927428257671655
94,5.180560800606069
95,5.8680130113694435
96,5.180560800606069
97,5.17078298725284
98,5.0715967628760446
99,5.196417291470914
100,5.190109022557479
101,5.366164312130607
102,5.342273172597715
103,5.4966435051012645
104,5.459568720500207
105,5.156942834938402
106,6.014989160292063
107,5.159429286089591
108,5.154663965104701
109,5.387197643459019
110,6.004295733486093
111,5.888217810668678
112,6.172347474038471
113,5.149371803604825
114,5.141701289893891
115,5.1664301631708645
116,5.148429445045884
117,5.141868378601323
118,6.129754817269086
119,5.151021698347073
120,5.189912497773306
121,5.17704630272206
122,5.161926662358001
123,5.751743311607855
124,5.398989743493106
125,5.17151655290077
126,5.0628094386935
127,5.343823616066135
128,6.035431567183743
129,5.143639596365172
130,5.144507161572727
131,5.146650025306246
132,5.1587365920042805
133,5.082312000528885
134,5.149319779561989
135,5.335440354171169
136,5.141816418037898
137,5.038212358942862
138,5.156507004969139
139,5.53304292625712
140,5.9831025724318065
141,5.146073381302547
142,6.02531209609331
143,6.008593083566658
144,5.968392173711238
145,5.132903723809366
146,5.142192907969815
147,5.167883255811095
148,5.101138628577631
149,5.168101119696512
150,5.196417291470914
151,5.153450418356044
152,5.165961247863263
153,5.150755758476141
154,5.134207224403232
155,5.156747906235172
156,5.484592502423577
157,5.892659178432269
158,5.163622004994246
159,5.757103842642397
160,5.190109022557479
161,5.141701289893891
162,5.144015358265091
163,5.180560800606069
164,5.8790957800268595
165,5.180560800606069
166,5.160861667796944
167,5.190109022557479
168,5.1637363827139255
169,5.176989382258232
170,5.158270041053308
171,5.567413511065229
172,5.190109022557479
173,5.17037945696104
174,5.17662943742091
175,5.979978765792392
176,6.191227689704549
177,5.9175314030955395
178,5.9579458196202895
179,5.904424391551445
180,5.895251943549525
181,5.865563291926251
182,5.149319779561989
183,5.149319779561989
184,5.17704630272206
185,5.8779289082294985
186,5.881241325698633
187,6.190937897379191
188,5.142192907969815
189,5.123033327743073
190,5.135832866123209
191,5.901722033492221
192,6.035431567183743
193,5.767927615953801
194,5.158270041053308
195,5.686858616468844
196,5.163622004994246
197,6.154276228990908
198,5.186859339036326
199,5.17037945696104
200,5.19060451547447
201,6.012881775676832
202,5.330117548653065
203,5.196417291470914
204,5.141324830096042
205,5.346678022271498
206,5.173627197890841
207,5.176551894997695
208,5.1578857702596155
209,5.5651931195019175
210,5.141701289893891
211,5.172792686658791
212,5.186651768489252
