,0
0,48.839804674921325
1,36.86613646713206
2,38.5178873519265
3,42.54580315482864
4,38.8436145133435
5,45.4699789428042
6,47.21767539137711
7,42.59562813834763
8,46.035257318239054
9,47.01144044984723
10,40.42383188281018
11,40.9152725664766
12,51.43046541134495
13,45.17367277609544
14,47.57413384195906
15,42.85439969906178
16,41.2813356812687
17,32.58364411709973
18,45.60782110747615
19,50.91213619522854
20,43.201685231539805
21,44.22309654836588
22,29.4090005143502
23,30.14971905181362
24,33.38542551427959
25,50.9556246453256
26,49.90401242023309
27,52.32177531801122
28,39.017851139848084
29,34.09556349774925
30,33.41191901591974
31,32.11713959731029
32,31.422046501888627
33,30.561552587573704
34,33.58899505488064
35,40.11378967396158
36,43.20024930246992
37,39.96436163611366
38,49.013320380232514
39,43.053565867669256
40,205.59162678348434
41,212.74902295020422
42,86.14128125630597
43,239.8709292845121
44,45.788450130442506
45,24.103498871426986
46,29.691800783621886
47,26.683085458944568
48,25.493027556008474
49,27.061289746930587
50,32.55054684477376
51,26.133035323662114
52,28.16307461168492
53,25.29718516190482
54,28.73745548452065
55,26.08485090293147
56,32.16497375425518
57,37.15701713676229
58,40.981899386904146
59,40.22443278896385
60,45.7607679900302
61,41.72411421064809
62,48.93627279628401
63,48.78451500352022
64,45.487811590359435
65,45.434580707335186
66,39.31728219939344
67,53.45404560569079
68,47.02839985072039
69,45.13446042534967
70,31.23554633007784
71,30.237071697497484
72,25.22980761474945
73,30.940547046551863
74,25.563527250075445
75,29.059274129886294
76,29.38482333508259
77,29.548703079788893
78,24.08954467921981
79,29.01260913545365
80,28.986136603927438
81,29.78594177771828
82,31.195794739843244
83,24.602074492579174
84,23.95129193293202
85,27.112173143239467
86,24.698483512204078
87,24.814856518654874
88,27.8263700433454
89,22.853288469585813
90,41.064004603956924
91,53.207327113132045
92,38.26116537676049
93,33.38051531106869
94,31.765221400831013
95,34.07823430582947
96,38.63829644279267
97,26.75810932732921
98,33.06622547754527
99,42.87210203201399
100,43.04318422921448
101,42.03985114733301
102,44.82450536084276
103,46.33777836052644
104,37.459752119669645
105,44.46422526346441
106,49.08113125014278
107,43.04185775763094
108,41.62198813317929
109,50.337836383408714
110,42.55167919725127
111,65.39281240502874
112,37.53374809645126
113,38.67643788825225
114,40.43453210960965
115,44.77573900291117
116,31.098203625789004
117,27.361979231376598
118,37.44191354204955
119,26.10330882253791
120,30.923343536909762
121,34.22305164029894
122,31.812872798700152
123,32.45626227460792
124,40.329246753159424
125,22.18880868920366
126,31.367614220496453
127,38.551351910029354
128,18.386627601481795
129,27.630207537501825
130,19.3763797415686
131,24.192690466089008
132,28.115553236215124
133,37.51228576390135
134,16.10432326032051
135,29.17287336068275
136,17.606001126049275
137,28.134916827052383
138,23.37146233258571
139,27.33142252284392
140,37.9320984985335
141,40.4677212299137
142,32.15312337799785
143,34.66667674054231
144,48.43796113456693
145,36.575489085920175
146,32.92055258686617
147,42.89272157081126
148,35.844933214763365
149,35.80423934714424
150,32.668863476536494
151,28.688193205087103
152,33.946311530214956
153,30.60092747427098
154,28.115702352441456
155,25.549183870212865
156,34.596363065672186
157,23.598028457094873
158,24.20188776270406
159,20.946990090779092
160,30.910754035131607
161,25.201633804879723
162,22.3073142532916
163,28.09657701589353
164,33.846861296587875
165,23.170420386552102
166,29.613689069166835
167,24.12200479598484
168,30.732014541756822
169,22.915426330166213
170,25.692499844332026
171,23.193035240958146
172,25.855627041802055
173,24.266527518745153
174,22.60893464393371
175,75.08383530653134
176,68.00162724926759
177,76.77973268915221
178,74.84267323047804
179,67.63527201396299
180,76.96687762462273
181,80.40160173553237
182,66.46912203776431
183,71.65455187683538
184,56.877081198926845
185,73.91647616523339
186,97.0721855054034
187,81.10128611599487
188,74.19445674088188
189,92.7271033102225
190,79.51959065086768
191,76.33990347165586
192,61.74524436460627
193,36.16534733811679
194,29.4766235119445
195,36.27217221340991
196,33.10627688486199
197,44.18030668897959
198,35.882284710798515
199,35.675303749608645
200,37.40095878174213
201,32.59510326765842
202,33.889800440102235
203,34.31616478986067
204,34.3832781172585
205,54.24332333360633
206,42.94195213151986
207,53.10123833910957
208,46.97997964369151
209,47.201625023494486
210,45.45137184470941
211,50.73033162639842
212,53.23435697284321
213,40.34031843210096
214,54.413687558384005
215,35.882903870885904
216,57.2793779312083
217,33.78111610049803
218,39.23595610726198
219,34.745273078945054
220,34.20731097647973
221,38.48893089894082
222,36.03956873543778
223,39.8996123598833
224,32.260430699650456
225,37.57132669587697
226,30.753997263852654
227,33.65271757197859
228,36.77174458802042
229,36.72598339248505
230,33.96411683766409
231,37.923825165687916
232,39.04010211037418
233,36.68760890442806
234,29.329936686205524
235,34.782160377164224
236,41.53136743043053
237,41.913721031008414
238,36.70942420677071
239,38.64587185632375
240,39.05598690740535
241,37.336986397172254
242,35.757753120971806
243,37.00139511896599
244,41.180764985413276
245,36.18198545571036
246,34.176650129155526
247,35.89675098504495
248,35.18147806984799
249,38.386664835509244
250,37.83082962059135
251,41.42491905803251
252,34.41827285640353
253,45.228609877581235
254,36.268269654702195
255,42.590334402150965
256,43.30552574715935
257,71.6466320221599
258,54.157418602394735
259,52.18716809039738
260,36.917561822462666
261,41.3933897819538
262,35.76206776790938
263,41.77663505084947
264,48.042299661177275
265,37.50024453291922
266,41.57346632213184
267,33.84533588631452
268,38.52491083446172
269,39.01138090331953
270,37.685900228463815
271,42.916866414531526
272,34.57183130807875
273,28.5837764875223
274,23.972957684896517
275,22.666854470693966
276,24.18284895904709
277,25.08652058647166
278,21.674477625527153
279,33.135412098206395
280,25.177538388423994
281,23.052365445813926
282,28.006569843986153
283,21.814028007071602
284,20.54887386141013
285,22.024961759110475
