,Y_pred,Y_real,Mean
0,42.21868820330331,43.70000000000001,1.4813117966967013
1,89.24759391822758,84.00000000000001,5.247593918227565
2,95.67904519293636,84.20000000000003,11.479045192936326
3,56.90550849407078,68.39999999999999,11.494491505929211
4,40.22594841128807,46.49999999999999,6.27405158871192
5,47.92575192823592,46.9,1.0257519282359198
6,24.16034089851678,21.000000000000004,3.1603408985167754
7,32.29905420980421,30.699999999999996,1.5990542098042155
8,45.480480610799546,46.400000000000006,0.9195193892004596
9,20.933226509950817,20.9,0.03322650995081844
10,67.46896268108463,70.09999999999997,2.6310373189153324
11,36.451478537965414,36.99999999999999,0.5485214620345786
12,23.952858522629914,20.9,3.052858522629915
13,42.94347199490706,46.400000000000006,3.4565280050929488
14,39.47149343090901,40.79999999999999,1.3285065690909832
15,32.033737980204066,37.8,5.766262019795931
16,41.95002581041328,35.400000000000006,6.550025810413274
17,48.72630949511389,51.699999999999996,2.9736905048861075
18,47.00733548282825,46.9,0.10733548282825467
19,26.761048652592827,25.2,1.5610486525928273
20,38.07027161207378,52.4,14.329728387926217
21,45.69271584857164,46.9,1.207284151428361
22,43.816923684607296,43.8,0.016923684607299094
23,45.74853556594912,44.400000000000006,1.3485355659491134
24,27.318048596575952,22.700000000000003,4.6180485965759495
25,43.42670497176864,39.20000000000001,4.226704971768633
26,57.66508121410921,45.29999999999999,12.365081214109217
27,32.2839002803159,33.50000000000001,1.2160997196841095
28,29.758355319301465,26.400000000000002,3.358355319301463
29,82.03013844484984,84.59999999999997,2.5698615551501263
30,57.53181537490289,55.800000000000004,1.7318153749028866
31,30.17991764580046,27.799999999999997,2.3799176458004645
32,54.462220831051205,64.29999999999998,9.837779168948778
33,69.27411849239745,69.59999999999998,0.32588150760253143
34,31.131465363331962,30.4,0.7314653633319637
35,56.89915170931809,58.899999999999984,2.000848290681894
36,46.8362485039067,43.8,3.0362485039067053
37,54.39556553452015,51.699999999999996,2.6955655345201563
38,30.496323025199672,27.799999999999997,2.696323025199675
39,36.47576038090984,39.20000000000001,2.72423961909017
40,37.087699672994205,40.60000000000001,3.5123003270058035
41,46.48146170651003,46.60000000000001,0.11853829348997635
42,92.87512085989907,84.20000000000003,8.675120859899039
43,46.52303984960228,43.50000000000001,3.02303984960227
44,47.260213831246794,43.70000000000001,3.5602138312467844
45,43.300150115050116,41.099999999999994,2.2001501150501213
46,63.19984489826315,90.50000000000003,27.300155101736877
47,38.70294336886426,39.89999999999999,1.1970566311357302
48,74.16529415648992,70.49999999999997,3.6652941564899493
