,Y_pred,Y_real,Mean
0,6.4274054,3.5999999999999996,2.82740535736084
1,7.432694,9.7,2.2673060417175286
2,5.0292473,5.4,0.3707527160644535
3,5.7086973,6.7,0.9913026809692385
4,2.4289644,0.7000000000000001,1.7289643764495848
5,7.7200885,9.5,1.7799115180969238
6,5.9150853,8.4,2.4849146842956547
7,13.278794,12.600000000000001,0.6787942886352525
8,6.8574967,4.0,2.857496738433838
9,5.3279834,6.4,1.0720166206359867
10,4.5742593,3.7999999999999994,0.7742592811584479
11,1.9328272,2.4,0.46717276573181143
12,3.7589028,3.1,0.6589027881622314
13,6.125002,2.1,4.025001907348633
14,6.8766947,8.1,1.2233053207397457
15,2.406647,3.7,1.293353033065796
16,5.287696,12.3,7.012304115295411
17,7.41645,6.7,0.7164500236511229
18,6.8512616,5.2,1.6512616157531737
19,4.3468704,2.8000000000000003,1.546870422363281
20,8.291503,9.7,1.4084970474243157
21,5.3549614,11.0,5.645038604736328
22,8.198104,13.4,5.201896095275879
23,2.1339452,6.4,4.266054773330689
24,9.051741,11.5,2.4482593536376953
25,5.4247255,2.5,2.9247255325317383
26,6.483549,7.5,1.0164508819580078
27,6.4574914,1.0000000000000002,5.457491397857666
28,5.9083962,3.5999999999999996,2.3083962440490726
29,6.3412595,3.4,2.941259479522705
30,4.2825537,1.5,2.7825536727905273
31,4.714167,9.6,4.88583288192749
32,4.1810474,2.6,1.5810474395751952
33,7.562936,10.9,3.3370641708374027
34,1.132919,4.7,3.5670810461044313
35,21.324163,19.8,1.5241634368896477
36,5.3886156,4.1,1.2886156082153324
37,6.8153267,5.5,1.3153266906738281
38,8.211643,0.8,7.411643218994141
39,12.707446,6.4,6.307446098327636
40,7.371169,9.3,1.9288309097290046
41,4.5090394,5.3,0.7909605979919432
42,7.7872725,5.9,1.8872724533081051
43,19.88213,18.4,1.4821296691894545
44,5.7769313,7.5,1.7230687141418457
45,3.7549853,9.4,5.645014667510987
46,11.485014,12.4,0.9149860382080082
47,6.3679385,6.9,0.5320614814758304
48,5.997542,9.6,3.6024580955505368
49,6.2017612,5.5,0.7017612457275391
50,12.215148,11.1,1.115147972106934
51,6.5147786,3.7999999999999994,2.71477861404419
52,7.575034,8.2,0.624965858459472
53,10.076179,11.200000000000001,1.1238214492797862
54,5.9447956,11.9,5.9552043914794925
55,9.102804,9.8,0.6971958160400398
56,8.299614,8.7,0.40038604736328054
57,7.990722,14.2,6.2092778205871575
58,3.991845,6.1,2.1081551074981686
59,6.132043,5.9,0.2320428848266598
60,7.189927,1.7,5.489927101135254
61,5.6255493,0.8,4.82554931640625
62,2.9921956,2.4,0.5921956062316895
63,7.710957,2.0,5.710957050323486
64,5.729374,4.0,1.7293739318847656
65,1.8873652,1.1,0.7873652219772338
66,7.3589864,2.0,5.3589863777160645
67,4.6750245,2.0,2.6750245094299316
68,5.487272,4.8,0.6872717857360842
69,7.1819205,7.000000000000001,0.18192052841186435
70,5.051302,1.7,3.3513019561767576
71,2.4585993,1.3,1.158599328994751
72,7.813803,10.6,2.7861968040466305
73,2.5139253,9.6,7.086074686050415
74,5.568572,5.1,0.46857204437255895
75,10.781236,6.6,4.181235694885254
76,10.754328,5.9,4.854327774047851
77,17.667763,18.4,0.7322372436523423
78,7.3028884,8.3,0.9971116065979011
79,8.521189,12.8,4.278811264038087
80,6.8843565,6.9,0.015643501281738637
81,6.5223427,6.6,0.07765731811523402
82,8.353797,9.7,1.3462030410766594
83,4.5909476,8.0,3.4090523719787598
84,8.542435,8.4,0.14243469238281214
85,5.1227317,3.7,1.4227316856384276
86,4.5771794,2.8000000000000003,1.777179431915283
87,8.372373,7.599999999999999,0.772372627258302
88,6.5379753,4.5,2.037975311279297
89,8.852879,6.4,2.4528785705566403
90,9.267527,12.8,3.5324733734130866
91,5.3431616,5.7,0.35683841705322283
92,5.2572856,4.8,0.4572855949401857
93,7.5666795,2.6,4.966679477691651
94,9.107078,10.6,1.4929224014282223
95,14.6650715,14.900000000000002,0.23492851257324432
96,7.135855,0.8,6.335855197906494
97,11.13115,10.4,0.7311502456665036
98,6.223419,7.599999999999999,1.3765808105468738
99,5.5947204,10.3,4.705279636383057
100,6.8771214,9.4,2.5228785514831547
101,7.3175616,18.4,11.082438373565672
102,8.724699,8.9,0.17530097961425817
103,7.8959475,6.8,1.0959474563598635
104,13.823431,11.8,2.0234310150146477
105,7.998751,7.000000000000001,0.9987511634826651
106,9.076279,10.0,0.9237213134765625
107,7.64092,8.6,0.9590798377990719
108,5.962373,1.8999999999999997,4.062372779846192
109,6.084429,7.000000000000001,0.9155712127685556
110,6.250238,9.8,3.5497620582580574
111,4.264186,0.2,4.064185905456543
112,8.275578,7.000000000000001,1.2755775451660147
113,8.190137,12.4,4.209863090515137
114,14.98002,7.000000000000001,7.980019569396972
115,7.9798837,8.9,0.9201163291931156
116,5.837068,5.9,0.06293191909790075
117,6.0886145,9.0,2.9113855361938477
118,6.728723,6.9,0.171276950836182
119,6.031473,3.7999999999999994,2.2314731597900397
120,9.637878,12.8,3.1621215820312507
121,4.996086,3.2,1.7960861206054686
122,8.055817,12.999999999999998,4.944183349609373
123,7.1124682,1.5,5.612468242645264
124,9.76878,9.1,0.6687797546386722
125,9.145432,9.4,0.25456752777099645
126,6.9859953,7.599999999999999,0.6140047073364245
127,9.355164,7.599999999999999,1.7551635742187512
128,2.799806,0.8999999999999999,1.8998061180114747
129,5.7131667,8.2,2.4868332862853997
130,7.72161,3.1,4.621610069274903
131,7.835627,10.6,2.76437292098999
132,5.5503306,4.8,0.7503306388854982
133,8.316615,8.7,0.3833848953247063
134,18.759073,17.9,0.8590732574462905
135,7.6180005,11.5,3.8819994926452637
136,8.975777,10.9,1.924223327636719
137,10.299363,6.2,4.099363136291504
138,8.039488,6.0,2.039487838745117
139,7.1129327,4.4,2.712932682037353
140,5.4340477,3.7999999999999994,1.63404769897461
141,10.833246,11.1,0.2667537689208981
142,3.9887457,2.3,1.68874568939209
143,9.381519,8.9,0.48151931762695277
144,3.4026923,2.8999999999999995,0.502692317962647
145,6.2338676,5.0,1.2338676452636719
146,5.7072034,2.7,3.007203388214111
147,5.059741,8.3,3.240258979797364
148,6.306239,12.3,5.993760871887208
149,4.9367743,10.6,5.663225746154785
150,8.388008,12.999999999999998,4.611991882324217
151,10.476666,13.8,3.3233335494995124
152,15.438947,7.3,8.138946723937988
153,11.670615,11.5,0.17061519622802734
154,7.9373074,11.599999999999998,3.662692642211912
155,0.881404,3.0,2.1185960173606873
156,7.8797274,6.4,1.4797273635864254
157,9.017125,8.9,0.11712512969970668
158,18.482021,19.8,1.3179786682128913
159,5.357706,9.3,3.9422939300537116
160,20.244362,18.9,1.3443618774414077
161,5.530076,3.4,2.130076026916504
162,6.255516,2.8999999999999995,3.3555160522460943
163,7.978665,3.4,4.578664875030517
164,5.344729,9.6,4.255271053314209
165,6.590875,6.9,0.309124851226807
166,8.623782,11.0,2.376217842102051
167,6.6899185,10.1,3.4100814819335934
168,5.128689,4.7,0.4286888122558592
169,17.63881,18.4,0.7611907958984361
170,8.555808,5.2,3.355808067321777
171,11.101498,14.1,2.9985023498535153
172,10.041723,11.9,1.858276748657227
173,11.763227,7.3,4.463227462768555
174,11.082887,13.2,2.117113304138183
175,19.735212,18.9,0.8352123260498061
176,6.841082,8.2,1.3589179039001458
177,7.144649,5.9,1.2446490287780758
178,8.812204,11.9,3.0877956390380863
179,8.787754,8.4,0.38775405883789027
180,6.9953275,7.3,0.30467252731323224
181,3.9757168,5.4,1.4242831707000736
182,6.786224,11.1,4.313776111602783
183,7.7850747,9.7,1.914925289154052
184,6.6754355,2.5,4.175435543060303
185,16.559498,17.9,1.3405021667480455
186,8.829546,18.4,9.570454025268553
187,16.904861,18.9,1.995138549804686
188,8.326556,8.9,0.5734437942504886
189,8.024497,10.0,1.9755029678344727
190,8.61313,5.1,3.5131296157836918
191,15.590822,11.1,4.490822219848633
192,9.854949,8.2,1.6549489974975593
193,12.952161,8.2,4.752160835266114
194,3.6385489,4.5,0.8614511489868164
195,4.717086,3.7999999999999994,0.9170858383178717
196,5.950762,5.0,0.9507617950439453
197,5.292757,4.8,0.492757034301758
198,17.718588,18.9,1.1814121246337876
199,8.842126,13.4,4.55787410736084
200,3.0418878,4.5,1.4581122398376465
201,5.402547,3.1,2.3025468826293944
202,4.476284,14.8,10.323715972900391
203,5.719612,8.4,2.680387878417969
204,5.1591043,3.1,2.059104347229004
205,4.2588325,3.2,1.0588324546813963
206,6.697783,4.1,2.5977829933166507
207,11.190692,8.5,2.6906919479370117
208,10.945791,14.1,3.1542087554931637
209,7.0141015,3.7999999999999994,3.2141015052795416
210,4.368831,3.2,1.168831157684326
211,6.0669355,5.7,0.3669355392456053
212,10.218175,12.7,2.4818250656127923
213,5.833253,1.8999999999999997,3.933252906799317
214,10.174984,1.7999999999999998,8.374983978271484
